Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,41.85275150034609,44.788914427748004,37.82174996120943,38.0506706237793,573576400,38.0506706237793
2012-05-21,36.35864181767943,36.4880330695126,32.84520175411063,33.87036895751953,168192700,33.87036895751953
2012-05-22,32.457028071093745,33.43243046473635,30.794861915298114,30.85457992553711,101786600,30.85457992553711
2012-05-23,31.222847755786916,32.347546219825745,31.212894436834176,31.849891662597656,73600000,31.849891662597656
2012-05-24,32.79543446955165,33.05421315600395,31.620969468447022,32.875057220458984,50237200,32.875057220458984
2012-05-25,32.745670707598876,32.79543540293265,30.964066518308705,31.760313034057617,37149800,31.760313034057617
2012-05-29,31.33232916702889,31.541345059558342,28.515604565960945,28.704713821411133,78063400,28.704713821411133
2012-05-30,28.5653719220225,29.411383138084013,27.72931212636516,28.057764053344727,57267900,28.057764053344727
2012-05-31,28.416073540244593,29.53082054771487,26.704142602116708,29.461149215698242,111639200,29.461149215698242
2012-06-01,28.754479457311845,29.013260052612164,27.261515798703314,27.589967727661133,41855500,27.589967727661133
2012-06-04,27.07240517513499,27.520293079737577,26.315970118062555,26.77381134033203,35230300,26.77381134033203
2012-06-05,26.574756149463568,27.629783359990103,25.629211658994386,25.74864959716797,42473400,25.74864959716797
2012-06-06,25.947706163192244,27.04254647818628,25.400286954895886,26.684234619140625,61489200,26.684234619140625
2012-06-07,26.87334639358499,27.221704967256205,26.027333257069603,26.186582565307617,26159500,26.186582565307617
2012-06-08,26.425456347993922,27.629781369057195,26.315973635825614,26.972877502441406,38034000,26.972877502441406
2012-06-11,27.052501495925387,27.93832598266214,26.71409625187735,26.883298873901367,28219600,26.883298873901367
2012-06-12,27.351093768730035,27.639734320612682,26.833532578155165,27.271469116210938,15816800,27.271469116210938
2012-06-13,27.53024832382273,27.9681848398041,26.972875784283676,27.142078399658203,17102800,27.142078399658203
2012-06-14,27.520296114924523,28.18715328494323,27.251562203483825,28.15729522705078,16855000,28.15729522705078
2012-06-15,28.376262798846742,29.958804426971096,28.21701349398907,29.869226455688477,43563800,29.869226455688477
2012-06-18,29.819458281040113,31.929516204578466,29.272039061904326,31.262657165527344,42978900,31.262657165527344
2012-06-19,31.392049732424287,32.02904694502342,30.55598994168721,31.760313034057617,30849000,31.760313034057617
2012-06-20,31.77026556618712,31.780218884687724,31.003877127253325,31.451766967773438,15553600,31.451766967773438
2012-06-21,31.52143878289267,32.347545247113665,31.36218948124053,31.690641403198242,21875300,31.690641403198242
2012-06-22,32.25796514627044,33.29308743701767,31.909608508424064,32.894962310791016,74834000,32.894962310791016
2012-06-25,32.70585725983355,32.86510656214205,31.402000986880683,31.909610748291016,24352900,31.909610748291016
2012-06-26,32.536652282594815,33.28313408856248,32.34754492526535,32.94472885131836,24858700,32.94472885131836
2012-06-27,32.3077322815222,32.74567071285658,31.75035972040847,32.07881164550781,28568000,32.07881164550781
2012-06-28,31.810078389704568,32.038999030434134,30.75505125983666,31.212894439697266,17713300,31.212894439697266
2012-06-29,31.770266154746842,31.839937487140357,30.61570776490779,30.954113006591797,19526900,30.954113006591797
2012-07-02,31.103409768401885,31.581157686828185,30.406692630229095,30.625661849975586,14122000,30.625661849975586
2012-07-03,30.765005524323907,31.292520054671268,30.655520910870305,31.053646087646484,8763600,31.053646087646484
2012-07-05,31.173082166266834,31.481627470145547,30.874490181661827,31.322378158569336,10032100,31.322378158569336
2012-07-06,31.29251524903452,31.750356474253632,31.11335932667878,31.581153869628906,10945600,31.581153869628906
2012-07-09,31.949417418779614,32.72576102151656,31.839934719563963,32.01908874511719,17785200,32.01908874511719
2012-07-10,32.27787592642813,32.32764062439512,31.013832854690623,31.322378158569336,14269500,31.322378158569336
2012-07-11,31.332330161259133,31.411954813701414,30.406692390116735,30.824722290039062,13030300,30.824722290039062
2012-07-12,30.55598932344026,31.25270453602339,30.45645803638513,30.66547203063965,11300700,30.66547203063965
2012-07-13,30.89439582069791,30.924253879151504,30.416646003024148,30.575895309448242,8108300,30.575895309448242
2012-07-16,30.356928698784483,30.356928698784483,28.07766986229875,28.117483139038086,24672100,28.117483139038086
2012-07-17,28.3464008888302,28.455885490275406,27.022639946925175,27.95823097229004,30438600,27.95823097229004
2012-07-18,28.17719940012115,29.152603737043982,28.017950099889138,28.973447799682617,16841800,28.973447799682617
2012-07-19,29.272040662494717,29.36161863392797,28.495698876207012,28.863964080810547,13685100,28.863964080810547
2012-07-20,28.86396552235255,29.33176014222129,28.5852782752639,28.625091552734375,11869100,28.625091552734375
2012-07-23,27.98809319210287,28.863964379352073,27.87860858179616,28.615137100219727,12390700,28.615137100219727
2012-07-24,28.684808801166902,29.31185461569763,27.96818691153329,28.316545486450195,11539800,28.316545486450195
2012-07-25,28.256823422373856,29.35166376094277,27.94827814733035,29.202367782592773,17230200,29.202367782592773
2012-07-26,27.619826387944194,28.09757428065987,26.604610692122346,26.724048614501953,64597400,26.724048614501953
2012-07-27,23.081218483508778,24.42488614370399,22.175487357404165,23.598777770996094,123102300,23.598777770996094
2012-07-30,23.88741781819581,23.92723109245881,22.9219686981349,23.041404724121094,29285900,23.041404724121094
2012-07-31,23.260372846487297,23.260372846487297,21.50862872737851,21.608158111572266,56179400,21.608158111572266
2012-08-01,21.39914546575802,21.478770117136413,20.742241617285938,20.782052993774414,44604400,20.782052993774414
2012-08-02,20.67257052021874,20.74224185366864,19.72702611322348,19.945995330810547,56374500,19.945995330810547
2012-08-03,20.26449458129785,22.056050263629622,19.80665139236323,20.991069793701172,80647000,20.991069793701172
2012-08-06,21.289662281693936,22.04609746956658,21.200084305603653,21.817176818847656,27778900,21.817176818847656
2012-08-07,22.095861564145704,22.34468882546085,20.403835427842154,20.622802734375,36782900,20.622802734375
2012-08-08,20.612849416114233,21.05078592758127,20.125148211744705,20.622802734375,29537400,20.622802734375
2012-08-09,20.652663125286477,21.070693009059656,20.51332046349588,20.91144371032715,15610700,20.91144371032715
2012-08-10,21.309567927663885,21.717644511551214,21.030880692989,21.707691192626953,25794700,21.707691192626953
2012-08-13,22.046097485316672,22.344691371964792,21.299615616298716,21.49867820739746,24973100,21.49867820739746
2012-08-14,21.309568109733018,21.49867737410678,20.155009682274827,20.284399032592773,39308800,20.284399032592773
2012-08-15,20.54317905412991,21.309567510688414,20.304305099826244,21.100553512573242,47861100,21.100553512573242
2012-08-16,20.344118405884917,20.383929782462413,19.597636585642775,19.776792526245117,157565300,19.776792526245117
2012-08-17,19.9161357921421,19.9858071270537,18.910873349442504,18.96063804626465,129293400,18.96063804626465
2012-08-20,18.960636226445313,20.035569900885655,18.66204427736795,19.916133880615234,101186600,19.916133880615234
2012-08-21,19.488153602608794,19.88627689358312,19.000452333865045,19.07012367248535,70640600,19.07012367248535
2012-08-22,19.26918554072982,19.438388170315207,18.871060366363114,19.34881019592285,49892200,19.34881019592285
2012-08-23,19.408528212717247,19.637448859097034,19.26918554072982,19.34881019592285,32813700,19.34881019592285
2012-08-24,19.428431431901682,19.587680714261435,19.159697556019154,19.318946838378906,29622200,19.318946838378906
2012-08-27,19.398572530571606,19.438385802519218,19.01040262108885,19.06016731262207,20704000,19.06016731262207
2012-08-28,19.01040505514997,19.2890904008605,18.861109063033396,19.249279022216797,25417000,19.249279022216797
2012-08-29,19.229371909941516,19.28908992563657,18.98054462974372,19.010404586791992,16124700,19.010404586791992
2012-08-30,19.179606069076197,19.35876200387505,18.970590179010408,19.000450134277344,30647500,19.000450134277344
